caseNum,incidentNotes,year,yearMonth,yearMonthDay,dateNotes,state,place,county,latDecimal,lonDecimal,latDegrees,latMinutes,latSeconds,lonDegrees,lonMinutes,lonSeconds,locationNotes,crowdType,crowdSize,open,authorities,lethality,C-W_Index,G-D_Index,Notes_C-W_G-D
435,,1855,1855/02,1855/02/06,,California,Haywoods,Alameda,37.67083333,-122.0805556,37,40,15,122,4,50,Horse stolen in San Leandro; suspect captured near San Joaquin River; Haywood early name for Hayward,,,Open,,Not Lethal,,,
436,Fairly certain second source listed pertains to this instance,1855,1855/05,1855/05/11,,California,Petaluma,Sonoma,38.2423151,-122.6266287,,,,,,,,arrested by the citizens,,Open,,Not Lethal,,,
437,,1855,1855/05,1855/05/14,Sunday evening prisoner taken to Live Oak City,California,Daylor's Ranch,Sutter,38.49305556,-121.1722222,38,29,35,121,10,20,"Live Oak City. Also mentioned: Michigan Bar. Hanging took place on property owned by Grimshaw; about 300 yeards form Grimshaw's house. Using coords for Consumne,Durham, p 470",Mob; jury of 6-12 persons,300,Open,Sent word to authorities but mob acted first,Lethal,,,
438,,1855,1855/05,1855/05/26,Monday morning,California,Leach's store on Fresno River,Madera,37.127185,-119.877401,,,,,,,"On Fresno River. Nentions Hut's store, about 12 miles from Leach's. Now under Hensley Lake. Estimated coords from (rough) center of Hensley Lake",Jury of 12 miners,At least 12,Open,Wood handed over to Indian sub-agent,Both,,,
439,,1855,1855/08,1855/08/15,,California,Jackson,Amador,38.3484545,-120.7723673,,,,,,,,"crowd, ""impatient""",immense,open,seized from  officers who brought suspect from columbia,Lethal,,,
440,Lynching date approximate,1855,1855/10,1855/10/11,Last week,California,North fork of American River,Placer,39.1085091,-120.8593823,,,,,,,Report from Iowa Hill News,"the company (Holland, Warner, and Sturgeon)",,Open,,Not Lethal,,,Additional info?
441,,1855,1855/10,1855/10/20,,California,St. Louis,Sierra,39.703792,-120.924951,,,,,,,murders took place at Slate Creek,Committee of 12,,,,Not Lethal,,,
442,,1855,1855/11,1855/11/27,,California,Kanaka Flat,Sierra,39.41944444,-120.9430556,39,25,10,120,56,35,"Near Forest City; using coordintates for Kanaka Creek, Durham, p 506",Mob,,,York sent to jail,Not Lethal,,,
443,,1856,1856/02,1856/02/19,,California,Bear River,Placer,39.081285,-120.9893886,,,,,,,Selected coordinates GNIS for Bear River Canal near colfax; arbitrry choice,,,,,Not Lethal,,,check further
444,Not a lynching. INCLUDE: CROWD DECIDED AGAINST PUNISHMENT,1856,1856/02,1856/02/22,,California,Shasta,Shasta,40.6000725,-122.4924721,,,,,,,near the Tower House,,,,,Not Lethal,,,
445,,1856,1856/03,1856/03/22,,California,Anderson Valley,Sonoma,39.04583333,-123.4166667,39,2,45,123,25,,"currently Mendocino? Durham: Latitude 39 degrees 2 minutes, 45 seconds N; latitude 123 degrees, 25 minutes West",Mountain Rangers and Sonoma Regulators,20 or 30 men,,,Not Lethal,,,
446,"Related to Jenna088; Pancho murder of Conway stated to be in retaliation of Conway murdering friedn of Pancho named ""Steve""
Lynching date not specified",1856,1856/05,1856/05/00,,California,Centerville,El Dorado,38.83472222,-121.0138889,38,50,5,121,0,50,"Between Sonora and Mariposa. Durham=Pilot Hill, lat. 38 ˚, 50 "", 5 ' N; lat. 121˚, 0"" 50' W.",,,,,Lethal,Could this be C-W 60?,,
447,,1856,1856/05,1856/05/22,yesterday morning,California,Grand Island,Colusa,39.06666667,-121.8666667,39,4,,121,52,,15 miles nort of Knight's ferry on the Sacramento; Durham 492,Mob; people incensed by the act,,Secret,Sheriff attempted to rescue,Lethal,,,
448,,1856,1856/06,1856/06/16,murder 6/14; lynhed following Monday,California,Watsonville,Santa Cruz,36.9151584,-121.7512298,,,,,,,Monterey side of the Pajero river near Watsonville,,,,,Lethal,,,
449,,1856,1856/07,1856/07/03,,California,Oro Fino,Siskiyou,41.57777778,-122.9194444,41,34,40,122,55,10,From Yreka Union,party of miners,,,remanded to authorities after hanging,Not Lethal,,,Sketchy
450,Lynching date approximate,1856,1856/10,1856/10/13,,California,Twelve Mile House,Sacramento?,38.675,-122.5083333,38,40,30,121,90,30,on the Auburn Road,Party of men,,Open,Handed over to authorities after lynched,Not Lethal,,,
451,,1856,1856/11,1856/11/12,or 11/01,California,Blanco Crossing,Monterey,36.6012792,-121.88294420,36,40,40,121,44,15,,Company of men,,Secret,,Lethal,,,
452,,1857,1857/11,1857/11/09,caught Saturday last,California,French Hill,Calaveras,38.30694444,-120.6930556,38,18,25,120,41,35,"Durham, p775",Miners on French Hill,,Open,,Not Lethal,,,ok
454,"McGowan killed in ""a quarrel with some Indians."" Some random members of the tribe were seized as hostages in demand for murderers. ""Subsequently, two of the guilty Indians [Nep and his father] were captured, and tried by a jury of some fifteen or twenty whites."" From the Shasta Republican: ""Of course the accusation was conviction and they were sentenced to be hung to the first tree that could be reached."" Apparently 150 Diggers present at hanging. Nep ""asked them if they intended to let the whites hang him and his father. They seconded the verdict of the whites."" First rope was too long, and Nep did not die. ""A draw was made upon the rope and the limb broke--the Indian falling to the ground about half dead. He was again drawn up and strangled."" A third Indian involved was jailed in Shasta, says that he shot McGowan to save his own life. ""No steps seem to have been taken toward the arrest of the parties engaged in the hanging of the Indians.""",1858,1858/11,1858/11/14,before the 20th,California,Shasta,Shasta,40.6000725,-122.4924721,,,,,,,,seized by white people in the neighborhood; jury of 15 or 20 whites,,open,"At hanging, Nep asked attending Indians to oppose hanging",Lethal,,,
455,"Report from Shasta Courier. Indian boy set fire to the house of Col. Stevenson. He was taken from the custody of Sheriff Dunn, ""by a number of citizens, and hanged."" Courier author states ""This is really horrible, and reflects no credit to the parties concerned."" Other newspapers condemn the lynching, stating boy was in his early teens. Author asks ""What good will the hanging... accomplish? Will it deter other Indian boys from committing a similar act? If so, the act is defensible. If not, what then?... why not let him be hung in a legal manner? There was no danger of his escaping.""",1859,1859/05,1859/05/31,a few days ago,California,Tehama,Tehama,40.026903,-122.122613,,,,,,,"first county seat of Tehama Co; likely location, as suspect taken from courthouse",Mob,,,,Lethal,,,list victims; found report of lynching; correct location
457,"Two Indians robbed and murdered Israel Jones (""about 40 years of age, from Warsaw, Poland"") on 25 August at Two Mile Bar. Miners caught the suspects ""and had their arms tied, with the intention of hanging them immediately."" The Indians got away, with ""a number"" in pursuit. That mob stopped pursuing after a member of the mob was shot in friendly fire. Indians caught in Knight's Ferry with cooperation of ""a son of the Chief of the tribe"" the Indians were from. Taken to Six-Mile Bar, tried and convicted. Were awaiting ""conveyance to Mokelumne Hill, with a view to deliver them over to the Sheriff of Calaveras county."" But ""a crowd of men"" rushed the house where they were held ""and forcibly took them to a tree a short distance above the town, and hung them until they were dead, after which the bodies were removed by the Indians of their tribe."" Article notes ""brutal manner"" of crowd in attendance of lynching. Bodies mutilated.",1859,1859/08,1859/08/26,,California,Six Mile Bar on the Stanislaus River,Stanislaus,37.81944444,-120.6708333,37,49,10,120,40,15,"near Knight's Ferry; Durham 790 Knight's Ferry, lat. 37˚ 49"" 10' N; long. 120˚ 40"" 15' W","Mob; ""a crowd of men""",,,,Lethal,,,
458,"12-19: On 13th December, teamster stopped on road ""above Martin House… by a highwayman, and robbed of $262.50."" Teamster told people ""in the vicinity, and the Vigilance Committee, which has been organized in that neighborhood for some time past, pursued the robber and captured him. The teamster swore to his identity."" Man hung ""at or near Bangor[?]"" by Committee.

12-21 gives more/conflicting details. Robbery said to occur Thursday night, 15th Dec., traveling near the Oregon House. Accosted by ""a man who had a piece of calico over his face, and robbed of two dollars and a half, all he had. Afterwards, the Vig. Com... arrested a man who had a similar, if not the same piece of calico in his possession; also two dollars and a half and a revolver. He was brought into the presence of the teamster, who failed to identify him, although he recognized the calico, and stated that the man was of about the same size with the one who robbed him."" Suspect taken into woods by Vig. Com. and hasn't been seen since. ""We should judge that this was rather slender evidence upon which to dispose of a man in the way in which it is conjectured that this one has been.""",1859,1859/12,1859/12/13,,California,Bangor,Butte,39.3885002,-121.4052424,39,23,20,121,16,40,"At time in Yuba County; currently in butte County; Butte coords, Durham 188, lat. 39˚ 23"" 20 N, long. 121˚ 24"" 15 W. 
Oregon House and Martin House in same vicinity (Durham 534); lat 39˚ 21"" 25' N; long. 121˚ 16"" 40' W ",Vigilance Committee,,,,Lethal,,,
459,"Article makes reference to previous Bulletin article of 4th April, of which this article is a sequel. Shields seduced O'Donnell's wife. O'Donnell assassinated Shields. When Mrs. O'Donnell found out about the murder, ""she screamed frantically and rushed along through mud and rain toward Pine Grove, and has not been seen since. She is supposed to be insane."" ""The stage driver between Marysville and La Porte [who told Mrs. O'Donnell], brought the news to Marysville on the evening of 4th April, that there was a rumor in La Porte, when he left the morning previous, that O'Donnell, who killed Shields, had been seized by the mob and hanged.""",1860,1860/04,1860/04/02,,California,Pine Grove,Sierra,39.5602894,-120.8280559,,,,,,,,Mob,140,secret,Seized from sheriff,Lethal,,,
460,"At ""a Spanish dance house,… two drunken Chileans got into a fight, when one stabbed the other, when both parties took to the street, the one who had done the stabbing evidently trying to escape, followed by his bleeding victim. A posse of citizens went in pursuit of the fleeing greaser, and upon overhauling him,"" tortured him ""as they drove him into town. Upon taking him before a Justice of the Peace he was discharged.""",1862,1862/03,1862/03/27,"""last week""",California,Forest Hill,Placer,39.01944444,-120.8166667,39,1,10,120,49,,,"""a posse of citizens"" delivered to Justice of the Peace",,,,Not Lethal,,,
461,Arrellanes in hands of lA VC; lynching not ere reported. Track down,1864,1864/02,1864/02/17,,California,Los Angeles,Los Angeles,34.0726866,-118.2130443,,,,,,,,Vigilance Committee,,,Executed on ship in San Pedro?,Lethal,,,"C-W and G-D include Arellanes, but no independent report"
462,Lynching date approximate,1867,1867/05,1864/05/16,,California,Buchanan,Madera,37.2166666667,-119.9833333333,37,13,,119,59,,"lat 37˚ 13' N, Long. 119˚ 59' W Durham 769, under Eastman Lake",the citizens,,open,,Lethal,,,
463,,1868,1868/08,1868/08/00,about the 12th,California,Linn's Valley,Kern,35.73166667,-118.7027778,35,43,54,118,42,10,"using coords for Glennville, Durham, p 1040","""the citizens, after a long and patient examination",,,one suspect remanded,Both,,,
464,"Sheriff Boarland[?] of Tuolumne county left ten days ago looking for cattle/horse thieves. He found them between Hornitos[?] and La Grange driving a band of cattle. ""The Mexicans [thieves] resisted the officers and fired upon them.""  After gun battle, one thief captured and taken to Snelling's, Merced Co. Soon after, a deputy is taking the suspect to La Grange ""when a few miles this side of Lagrange four masked men surrounded him,"" and demanded the prisoner. The deptuy ""tried to parley with them, but to no avail; they shamelessly[?] took the prisoner out of the buggy[?] and strung him up to the nearest tree, where he was founding hanging as last accounts.""",1869,1869/08,1869/08/15,,California,La Grange,Stanislaus,37.6616708,-120.4612046,,,,,,,"a ""few miles this side of Lagrange"" (coming from Snelling's) Estimate location as 2-3 miles south of La Grange; should this be Merced County? (as in reports)","Small vigilante group; ""four masked men""",,Secret,Seized from deputy en route to La Grange,Lethal,C-W 101,,ok; location has to be estimated
465,"Spikey kills another Indian named Joe Hood near the Klamath Reservation. ""The white people took the matter in hand and hung Spikey."" That's all the article says about the case. Author notes Captain Jack, ""a Chief of the Modes, concluded to take a day's recreation and go see the execution."" On his way, his horse bucked him off, and Captain Jack broke his arm. Author concludes, ""Had it been his neck, we might have followed the example of our contemporary and recorded the conversion and death of a good Indian.""",1870,1870/04,1870/04/13,,California,Klamath Reservation,Siskiyou[?],,,,,,,,, (proximity),"Mob; ""The white people took the matter in hand and hung Spikey.""",,,,Lethal,,,LOCATION?
466,,1870,1870/09,1870/09/06,,California,Bakersfield,Kern,35.3755107,-119.02196120,,,,,,,2  miles from Bakersfield on road to LA,"Native Californians & white citizens
A mob",A great number,,Suspect seized from Sheriff after examination by justice Jones,Lethal,C-W 105,,ok
468,"Begins with ""A quarrel and an attempt at murder, between the Celestials [Chinese] themselves, led to the interference of the civil authority, when, in an attempted arrest by an officer, the Chinese fatally shot an unoffending citizen called to his assistance, the officer himself barely escaping with his life, and a boy being wounded in the leg."" Citizens heard the rumor, ""banding themselves together to take summary vengeance for the death of the white man."" Chinese quarter ""besieged, and shots exchanged on both sides, and it would appear from our dispatches that two Chinamen and a Chinawoman were shot. In addition, fifteen Chinamen were captured and summarily executed."" Others were taken to jail. Author of report condemns vengeance, saying it ""was far in excess of the original offense,"" that the law likely would've taken care of it. ""In no part of the State have the courts erred on the side of clemency to the Chinese, and this being the case, the wholesale, indiscriminate lynching resorted to at Los Angeles is especially to be regretted, and is sure to be regarded abroad as an evidence of a rude state of society, and thus to bring reproach upon the State.""

10-27 gives more details of ""Brutal and Cowardly Atrocities"" committed by mob and initial crime committed by Chinese. ""Wholesale pillaging"" occurred at the scene of the riot ""on Negro alley,"" which is apparently the Chinese quarter. Random and accused members of the Chinese community robbed of valuables. ""Eighteen Chinamen were buried yesterday."" Describes ""ghastly and horrible sight"" of their bodies, mutilated, ""riddled with bullets,"" and stripped of clothing. Notes ""The ropes by which they were hanged were still attached to their necks, and a number of them were shot previous to being hanged."" Author suggests there was a threat a riot would occur at the burial as well, but it didn't. Inquest is ongoing. Author notes that ""Three of the four Chinamen who are said to have done the shooting at citizens and officers are still at large, only one of those hanged is known to have been a party to the shooting.""

10-27 goes into great detail about the fight between factions of Chinese that led to the ""attempt at murder"" and mass-lynching referred to in other articles. Also provides detail about shooting and hanging of Chinese associated with fight. Reporter states, ""Most of the whites engaged in the hanging were men of Hibernian extraction,"" and also notes that young men and teenagers made up a good portion of the lynch mob. Details ransacking of ""Negro Alley"" where Chinese live. ""It is believed that the majority of those lynched were innocent of the crime for which they suffered, and that most of the guilty ones had escaped during or after the time of the riot. But retribution is now likely to fall on the heads of the guilty; or, at least, the shadows of its coming are being cast around them. Yo Hing, the shooter of officer Bilderrain[?], is in jail, and two Americans are also abiding in the same place"" for their participation in the pillaging. Reporter details legal proceedings after lynchings. ""A special Grand Jury has been ordered by the County Judge, and those now under arrest will be indicted to appear before it.""

",1871,1871/10,1871/10/24,"Double check date; see Armond thesis and Faragher, plus HSSC 1/4ly for articles",California,Los Angeles,Los Angeles,34.062,-118.238,,,,,,,"Nigger Alley; using coordinates from https://tools.wmflabs.org/geohack/geohack.php?pagename=Chinese_massacre_of_1871&params=34.062_N_118.238_W_type:event.
Wong Tuck hanged corner of Temple and New High Streets
10 hanged at John Goller’s wagon shop
5 hanged at Tomlinson's Corral (where Lachenais hanged year previous)
4 shot in Negro Alley
",Mob,,,,Lethal,,,SeeLA Star 10-26-1871
470,,1878,1878/02,1878/02/11,two others discovered on 12th,California,Lone Pine,Inyo,36.50555556,-118.0611111,36,30,20,118,3,40,Behind saloon in sothern part of town owned by Frank Dabeeny,infuriated mob,,open and secret,sheriff killed,Lethal,,,
471,,1878,1878/05,1878/05/05,,California,Walker Valley,Mendocino,39.307389,-123.3069525,,,,,,,"Home of Mr. Angle, owned entire Walker Valley at some point",The People (The Redwood Indians and People of Walker Valley),,Open,,Lethal,,,
472,,1878,1878/07,1878/07/09,Report dated July 10 (Tuesday) states hanging took place on Monday (7/9),California,Riverside,Riverside,33.9793951,-117.3745415,,,,,,,Murder took place at San Jacinto. Some reports seem to indicate that the lynching took place at San Jacinto,armed mob,30,,armed mob took foricble possesssion of suspect during preliminary trial,Lethal,C-W 117,,
473,,1878,1878/08,1878/08/00,,California,,Modoc,,,,,,,,,,,,,,Lethal,,,No location
474,"Miss Lilly Crane was returning from a Pinafore performance at Gilroy one night when Fellom, ""a rejected suitor of the young lady, attended the Pinafore performance on the same evening, and as soon as it closed mounted his horse and rode rapidly ahead on the road she had to take to go home and laid in wait for her."" He ""compelled"" her escort, Mr. Rue, to leave the buggy, got in, drove down the road to ""an osage orange hedge,"" where he attempted to rape (""attempted to commit an outrage on..."") Crane. Ernest Zanetta heard Crane's screams, ""drove hastily up to her assistance. Fellom left his intended victim and fled."" Zanetta went to sheriff. ""Ross quickly collected a posse and started in pursuit of Fellom, overtaking and capturing him within a short distance of the scene of the outrage."" Party came across Deputy Sheriff Goss on the road to San Juan and transferred custody of Fellom to him. Fellom locked up in San Juan. ""The story... spread rapidly, and the people were so much incensed that it was deemed advisable to remove the prisoner to the County Jail at Hollister for safe keeping."" While they were headed to Hollister, Fellom attempted to escape (""sprang from the buggy, and mountaing a horse that happened to be near by, succeeded in escaping.""). ""A dozen well armed men started immediately in pursuit, determined to take him, dead or alive."" ""The latest account... is that Fellom has been lynched.... found hanging by the neck to a tree in a canyon not far from San Juan."" Gives short bio of Fellom, who was ""a half-breed native Californian and was well known here."" Also, he ""had escaped by the assistance of four Spaniards."" Crane was a daughter of a lawyer in San Benito Co., and ""the only motive that could have impelled Fellom to the commission of the outrage was revenge for her refusal to accept his proposal of marriage.""",1879,1879/09,1879/09/09,,California,between San Juan and Hollister,San Benito,36.8490549,-121.4516517,,,,,,,Coordinates chosen arbitrarily betweenb gilroy and Holister,"Organized mob; ""a dozen well armed men""",,,"Taken from Semferino and given over to Deputy Sheriff Goss, who took suspect to San Juan and locked him up; Fearing a mob, Goss started out with suspect to County jail in Hollister; suspect escaped; pursued by a dozen armed men; found hanged in a canyon not far from San Juan",Lethal,,,not completely proven
475,,1880,1880/06,1880/06/00,before 19th,California,Huron,Fresno,36.20416667,-120.0986111,36,12,15,120,5,55,"Horses stolen from Bitterwater, San Benito County; Durham, p 1049","Party of 4 men, Lowell, Hanson, and two sons of C.C. Tully",,Secret,,Lethal,,,
477,"De Roche ""assassinated"" Thomas Treloar, a miner. ""Treloar's wife was attending a ball, and he had ordered her not to dance with De Roche. She did so, however, to his great annoyance. At the hour mentioned the two men met, and De Roche shot Treloar through the head, the ball entering just below the left ear. A crowd gathered and the murderer was arrested."" ""He was taken to jail but upon a pretext that the vigilantes intended to hang him before morning, Deputy Sheriff Joseph Farnsworth took the prisoner to his own boarding house, handcuffed. During the night De Roche mysteriously disappeared while Farnsworth was asleep. There is great indignation over the murder of Treloar and De Roche's escape, and there is talk of lynching Farnsworth.""

1-18 Follows up: Daroche[sic] is captured ""at a wood ranch six miles from Bodie."" ""Several speeches were made by leading citizens, some in favor and others against lynching. It was finally agreed to allow him a preliminary examination before Justice Newman... which left no doubt of the prisoner's guilt."" ""A Vigilance Committee, known as 'The Bodie 601[?],' was organized after dark..."" Daroche taken from jail by V.C. ""and conveyed to the scene of Friday morning's murder, and hanged exactly over the spot where it occurred. [illeg.] 500 men witnessed the execution. No one is dissatisfied with the result..."" Farnsworth fled to carson but was arrested and is being escorted back. ""A demand has been made by the Free Press for a complete reorganization of the police force, and unless the demand is complied with there is liable to be further trouble. A Carson dispatch says: Farnsworth... was liberated on the news that the murderer was lynched.""",1881,1881/01,1881/01/18,,California,Bodie,Mono,38.210827,-119.013225,,,,,,,"hanged at scene of crime, corner of Main and Lowe Streets. Using coordinates at site of County Barn","Vigilance Committee, ""mysterious"" ""Bodie 601""; masked and unmasked men",500,Open,"taken from the jail at 1 o""clock in the morning; jailor allowed mob acces to suspect's cell",Lethal,,,
478,,1881,1881/04,1881/04/05,,California,Lompoc,Santa Barbara,34.6391501,-120.4579409,34,38,20,120,27,25,,Citizens,100,Open,Hanged after inquest ,Lethal,C-W 118,,
480,,1885,1885/08,1885/08/11,,California,Eureka,Humboldt,40.7941276,-124.1568562,,,,,,,,Parties unknown,about 100,secret,Taken from officer before lodged in jail,Lethal,,,
481,,1886,1886/01,1886/01/23,,California,Susanville,Lassen,40.4211461,-120.6572635,,,,,,,Hanged in woodhouse in rear of courthouse yard,Parties unknown,,secret,Suspects taken from jail at 11:00pm,Lethal,C-W 119,,
482,"George Vuga and Antone Barovich are Austrian immigrant prospectors living in the Black Hills, two miles from Drytown. Barovich owns a cabin and Vuga was staying at it. Barovich invites Seper to join them, which Vuga takes to mean ""his being ousted from the premises."" ""There was no quarrel... but Vuga brooded over the situation and... he took down his gun, loaded one barrel with buckshot and the other with rifle balls. He stepped outside the cabin and saw Seper sitting on a rock and said, ""You've come to drive me out,"" took deliberate aim and fired the charge of buckshot,"" killing Seper. Vuga then went to find Barovich, shot him with the other barrel, striking him in the leg and fracturing the bone. ""The murderer is about sixty years old and is cross and desperate under slight provocation."" Later, Vuga is examined in Drytown. At midnight after exam, ""a number of men took him from Constable Jennings... and carried him off. Vuga was afterward found hanging to a tree.""",1886,1886/05,1886/05/02,,California,Plymouth,Amador,38.4818531,-120.844659,,,,,,,"Check all sources; Webb says hanging took place in Drytown; Most detailed report says half a mile before Plymouth on road from Drytown (3 miles from Dry town to Plymouth); For Plymouth, Durham 540, lat38˚ 28' 45"", ,long. 120˚50' 45""","Parties unknown; Mob;  ""a number of men""; ""generally thought that the Austrian friends of Seper did the lynching""",40-100,Secret,Vuga seized from Constable,Lethal,,,
483,"Brief mention of a lynching. The article is about an incident related to the lynching: ""John McGurk, a resident of Mariposa county, was shot yesterday, four miles north of Madera, by Howard Wells, a veterinary surgeon. The wound is serious. The shooting was the result of a feud originating in the lynching of a Mexican boy named Julian Ladon, two years ago, for cattle stealing. Ladon had been reared by Wells.""",1888,1888/01,1888/01/23,,California,Moore Hill,Mariposa,37.39027778,-119.9861111,37,23,25,119,59,10,"Ranch of George Yocum (or Yoakum), Moore Hill; Durham, p 805, lat. 37˚ 23' 25"" N, long. 119˚ 59' 10"" W; also placed at Pea Ridge",,,.,"Coroner's report ""persons unknown."" Later, 3 men, Jim Westfall, Jake McGirk, and Smithers arrested and charged with murder. At trial the three defendants were discharged (acquitted). Two years later, McGirk was shot by a Dr. Wells, purpotedly because of McGirk's lynching of Ledon.",Lethal,,,
484,,1888,1888/05,1888/05/04,,California,St. Helena,Napa,38.295583,-122.282219,,,,,,,Where 1st st. would cross Napa River,Masked mob,25,Secret; unknown parties,"overpowered sheriff/jailor, and took Wright from jail and hanged him",Lethal,,,
485,Indians from Walker Lake Reservation seized Ah Tai and lynched him,1891,1891/06,1891/06/09,,California,3,Mono,38.2557527,-119.2312656,,,,,,,,Indian mob form Walker Lake,,Open,coroner's jury indicted Ah Tai for Poker Tom's murder; crowd took Ah Tai from courtroom and hanged and mutilated him on street outside,Lethal,,,
486,,1892,1892/07,1892/07/24,,California,Redding,Shasta,40.5857964,-122.3943551,,,,,,,"Hanged after 40 men stormed the jail, overpowered the sheriff, blew open the safe, took Ruggles brothers outside jail and hanged them; NW corner of Shasta St. and RR tracks for coords",Mob,about 40 men,Secret; persons unknown,stormed the jail while tiral underway; overpowerd the sheriff,Lethal,,,
487,,1892,1892/08,1892/08/20,,California,Santa Ana,Orange,33.748006,-117.868649,,,,,,,"Hanged from a telegraph pole at the corner of 4th and Sycamore, Santa Ana",Mob of masked men,about 30,Secret,Jailor subdued while suspect taken from cell,Lethal,C-W 121,,
488,,1892,1892/09,1892/09/30,,California,Castella,Siskiyou,41.1384854,-122.3177877,,,,,,,"Hanged from a tree outside train depot in Castella. Smith, wife, and daughter took train from Dunsmuir to Castella, a few miles south of Dunsmuir. There he murdered wife and child; regulators from Dunsmuir seized Smith from Sheriff and hanged Smith on an oak tree",,about 20,secret,seized suspect from sheriff,Lethal,,,
489,,1893,1893/04,1893/04/07,2:30 in morning,California,San Bernardino,San Bernardino,34.1007323,-117.3032377,,,,,,,Under railroad bridge near first street. Located near intersectin of Rialto St. (1st?) and rr tracks,mob,about 50,Secret; coroner inquest: parties unknown; some wore masks but many well known,broke down door to jail and seized the suspect,Lethal,C-W 122,,
490,,1894,1894/12,1894/12/12,2:00 in the morning,California,Fort Jones,Siskiyou,41.60833333,-122.8416667,41,36,30,122,50,30,"Murder took place at Happy Camp, on way to Yreka; suspect taken from Fort Jones Hotel, down Main Street 200 yeards and lynched him from a construction derrick",masked men,about a dozen,Coroner's jury: persons unknown,2:00 am Taken from hotel en rotewith deputy sherif  to Yreka for trial,Lethal,,,
491,,1895,1895/07,1895/07/27,,California,O'Neals,Madera,37.12777778,-119.6944444,37,7,40,119,41,40,captured at north fork; posse headed up by victim's brother hanged suspect about three miles from O'Neals on way back from North Fork,crowd,about 60,secret; parties unknown,,Lethal,,,
492,,1895,1895/08,1895/08/26,,California,Yreka,Siskiyou ,41.7292557,-122.6311481,,,,,,,hanged in courthouse square across the street from the jail,"masked mob included prominent citizens; ""impomptu court""",small army of some 250 men,"secret; coroner ""hands of parties unknown""","broke into jail and seized prisoners
Sheriff forcibly stopped from intervening",Lethal,C-W 123,,
493,,1895,1895/09,1895/09/23,,California,Kernville,Kern,35.7141183,-118.4367517,,,,,,,outside jail,crowd of men led by victim's father,,open,after preliminary trial accused of murder; in custody of constable when confronted by crowd; suspect ran down street,Lethal,,,
494,"""White-anti-White War""; start of a war between two factions; those who worked for george White (Vinton) and thos who opposed (littlefield being one, in the employ of Ves Palmer)",1895,1895/09,1895/09/29,,California,Round Valley,Trinity,39.79166667,-123.2291667,39,47,30,123,13,45,"just across the line in trinity County; Durham for round Valley, p 134; at inquest location described as trail from Red Mountain to Round Valley, toward RedMountain Place, in Southern Trinity County","a ""party of ranchers"" heavily masked",about 25,Secret,seized suspect from sheriff who had captured suspect,Lethal,,,
495,,1901,1901/07,1901/07/09,,California,Mt. Breckenridge,Kern,35.4510673,-118.5842544,35,27,30,118,35,5,30-45 miles east of Bakersfield,lumbermen at mill,,"open, persons unknown",none,Lethal,,,
496,,1908,1908/04,1908/04/22,,California,Skidoo,Inyo,36.43611111,-117.1472222,36,26,10,117,8,50,"55 miles south of Rhyolite, NV.",,,secret; unknown parties,seized by a party of masked men from deputy sheriff prior to preliminary hearing,Lethal,,,
497,,1920,1920/12,1920/12/10,,California,Santa Rosa,Sonoma,38.4464429,-122.7060002,,,,,,,Hanged at rural cemetery east of Santa Rosa,cmasked men; owd (rumored to be members of SF police department and sonoma county sheriff's department),60-100,secret; unknown parties,broke into sheriff's office and seized 3 suspects,Lethal,,,
498,,1933,1933/11,1933/11/26,,California,San Jose,Santa Clara,37.3107158,-121.9206516,,,,,,,St. James Park,crowd; during hanging there was dancing in the streets; mothers held up their infant children;,"10,000",open,Captured and indicted by federal grand jury; mob overpowered the sheriff and deputies; while lynching underway Governor rolph refused to call out Nat'l guard to stop it,Lethal,,,
499,,1858,1858/05,1858/05/00,Lynching announced by SDU on 5-31 and by AC on 6-5,California,Stockton,San Joaquin,37.9595012,-121.2927574,,,,,,,"""a few miles from town"" SDU 5-31-58",Hanged by lynch law,,Secret,,Lethal,,,
500,Linares Gang and SLO VC,1858,1858/05,1858/05/13,,California,San Luis Obispo,San Luis Obispo,35.2670731,-120.6689034,,,,,,,Hanged from door of jail inside mission compound,"""the citizens""",,open,Sheriff abetted the crowd and VC,Lethal,C-W 75,,
501,Linares Gang and SLO VC,1859,1858/05,1858/05/21,,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,"Valenzuela hanged outside of Mission SLO ""in what is now the Mission Plaza,"" diagonally across the street from house of John and Ramona Wilson, Hall-Patton, 93","""the citizens""",40 men during main activity; at other times as few as 15 and as many as 60-80,open,Sheriff abetted the crowd and VC,Lethal,,,
502,Linares Gang and SLO VC,1859,1858/06,1858/06/04,,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,In front of Mission opposite house of John Wilson,SLO VC,,open,Sheriff abetted the crowd and VC,Lethal,,,
503,Linares Gang and SLO VC,1860,1858/06,1858/06/08,,California,San Luis Obispo,San Luis Obispo,35.280072,-120.6647,,,,,,,In front of Mission opposite house of John Wilson,SLO VC,,open,Sheriff abetted the crowd and VC,Lethal,,,
504,Linares Gang and SLO VC,1860,1858/06,1858/06/12,,California,Rancho de Los Osos,San Luis Obispo,35.2724303,-120.7577866,,,,,,,Monte Los Osos (Hall-Patton); John Wilson's Rancho de Los Osos (SDU 6-30-58); Spot selected in Canada de los Osos,SLO VC Posse shot Linares,,open,Sheriff abetted the crowd and VC,Lethal,,,
